,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
PINAMONTI,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,10.5,5.0,5.5,5.5,6.0,6.5,5.5,4.5,5.5,9.5,5.0,0.0,5.5,10.0,5.0,5.0,0.0,5.5,11.5,7.5,5.0,5.5,6.0,7.0,5.5,0.0,0.0,0.0
PERICA,5.0,5.0,4.5,4.5,0.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
MATARESE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONGO M,6.0,6.0,4.5,6.5,4.5,5.0,6.0,6.0,7.0,6.5,6.0,5.5,5.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
RADU I,0.0,0.0,0.0,0.0,7.0,5.5,2.0,4.5,4.0,1.0,4.5,5.0,4.5,5.5,2.5,9.5,5.5,7.5,4.0,5.5,5.0,5.5,6.0,7.5,7.0,0.0,7.0,4.0,2.5,6.5,4.5,5.5,5.0,6.5,4.0,5.5,7.0,4.0
BIRASCHI,6.0,4.5,6.5,5.0,6.5,6.0,5.0,7.0,6.0,4.0,3.0,6.5,5.5,6.0,6.0,7.0,6.0,5.5,5.0,6.5,5.5,6.0,6.0,4.5,6.0,0.0,0.0,0.0,5.0,6.5,3.5,0.0,6.0,5.0,6.0,6.5,6.5,6.5
GUNTER,6.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,6.0,0.0,0.0,5.0,0.0,6.0
ZUKANOVIC,5.5,5.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,5.0,6.0,6.5,5.5,6.0,5.5,5.5,6.0,6.0,6.0,4.5,0.0,0.0,5.5,6.0,6.0,4.5,6.0,5.5,6.0
LAZOVIC,6.0,4.5,6.5,5.5,7.5,6.0,7.5,6.0,6.0,4.5,6.0,6.0,5.5,6.0,6.5,10.0,6.5,5.5,6.0,11.5,5.5,6.5,5.5,6.5,6.0,5.5,5.5,6.0,0.0,10.0,5.0,5.5,5.5,0.0,0.0,0.0,0.0,6.0
ROMULO,6.5,5.5,6.5,5.0,6.0,6.0,0.0,6.5,9.5,6.0,7.5,6.0,3.0,0.0,6.0,6.5,0.0,6.0,0.0,6.0,0.0,6.5,6.0,7.0,0.0,6.0,0.0,6.5,0.0,0.0,5.5,0.0,7.5,6.0,0.0,6.0,5.5,5.5
MIGUEL VELOSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,5.5,0.0,5.0,0.0,5.5,5.5,6.0,5.5,6.0,6.0,6.0,0.0,5.5,0.0,0.0,6.0,0.0,0.0,6.0,5.5,4.5,0.0,7.5,5.0,6.0,6.5,5.5
MAZZITELLI,6.0,0.0,6.0,0.0,6.0,5.5,5.5,0.0,5.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.0
OMEONGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
BESSA,0.0,5.5,5.5,4.5,5.5,0.0,6.0,10.0,7.5,5.0,5.0,6.0,5.0,0.0,6.0,7.5,5.5,6.0,5.5,6.0,5.5,0.0,6.0,6.5,6.0,5.0,0.0,5.0,6.0,6.0,6.0,5.5,0.0,6.5,6.0,5.5,4.5,6.0
CRISCITO,8.5,4.5,7.5,5.0,6.0,6.5,5.0,5.5,6.5,0.0,5.5,6.0,6.0,3.0,0.0,5.0,6.0,6.0,6.5,7.5,5.5,6.5,9.5,6.5,5.5,6.0,7.0,4.5,0.0,6.0,5.0,6.0,5.5,6.5,5.5,9.5,6.0,6.0
KOUAME',10.0,5.5,6.5,6.0,6.0,9.0,5.0,7.5,5.0,6.0,10.0,6.5,10.0,5.5,6.0,6.0,6.5,5.5,5.5,10.0,7.5,6.0,6.0,5.0,5.0,6.0,7.5,5.5,5.0,6.5,5.0,5.5,6.0,6.5,5.5,6.5,5.5,7.0
PIATEK,10.0,13.0,10.0,9.5,9.5,13.5,9.0,5.5,5.5,5.5,5.0,10.0,6.5,9.5,10.0,10.5,5.5,5.5,0.0,6.0,10.0,10.0,14.0,10.0,6.0,10.0,5.0,5.5,9.5,9.5,6.5,5.5,5.5,5.5,5.5,9.5,6.5,5.0
PANDEV,6.5,10.0,6.5,0.0,9.5,5.5,0.0,-0.5,0.0,5.5,0.0,0.0,5.5,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,6.0,5.5,0.0,11.0,6.0,0.0,8.0,5.5,0.0,5.5,6.0,8.5,6.0,5.5,0.0
JURIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,5.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
HANDANOVIC,2.5,7.5,5.0,7.0,5.0,7.0,6.0,7.0,7.5,7.0,2.5,7.5,4.0,5.0,7.0,5.5,7.5,7.5,8.0,4.5,5.5,7.0,5.5,2.5,4.0,7.0,5.0,6.0,7.0,7.0,4.5,5.5,5.0,7.0,7.0,1.5,6.5,5.0
D'AMBROSIO,5.5,5.5,5.0,6.0,10.0,6.0,0.0,0.0,0.0,5.5,5.0,6.5,8.0,0.0,0.0,7.0,5.5,0.0,6.0,4.5,0.0,5.5,9.5,5.5,5.5,0.0,6.5,5.5,6.0,6.5,8.0,7.5,6.5,5.5,0.0,4.5,5.5,5.5
DE VRIJ,9.0,6.5,6.0,0.0,6.0,6.5,0.0,6.5,0.0,6.5,0.0,6.0,5.5,0.0,6.5,5.0,6.5,6.5,6.0,5.5,5.0,6.5,6.5,3.5,5.0,6.5,10.0,0.0,0.0,0.0,6.0,5.5,6.5,6.0,0.0,0.0,6.0,5.5
MIRANDA,0.0,0.0,0.0,6.0,0.0,6.5,4.5,0.0,6.0,0.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.5,6.0,0.0,0.0,0.0,0.0,6.5,4.5,0.0,4.5
DALBERT,5.5,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.0,0.0,6.0,5.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
PERISIC,9.5,11.0,6.0,6.0,5.0,6.0,7.5,6.5,6.5,6.0,5.0,0.0,5.5,4.5,6.0,10.0,5.5,0.0,5.5,0.0,5.5,6.5,7.5,9.5,3.0,0.0,6.5,6.0,11.5,5.0,9.5,9.5,6.0,5.5,9.5,4.5,5.5,5.5
VECINO,5.5,6.0,0.0,6.0,5.5,0.0,6.5,7.5,6.5,0.0,4.5,0.0,0.0,0.0,0.0,5.5,6.0,5.5,6.0,5.0,4.0,5.0,0.0,9.5,4.5,0.0,9.5,5.5,0.0,6.5,9.5,5.5,5.5,0.0,6.0,5.5,6.5,5.0
BROZOVIC,5.5,6.5,4.5,10.0,6.0,6.0,0.0,6.0,9.5,6.5,4.0,0.0,6.5,6.0,6.0,5.5,5.5,0.0,5.5,5.5,5.5,6.5,5.5,5.5,5.0,6.0,5.5,5.0,6.5,6.0,0.0,0.0,6.0,5.5,0.0,4.5,6.5,5.5
KARAMOH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASAMOAH,6.0,6.0,5.5,6.5,5.5,0.0,6.0,5.5,6.0,0.0,4.5,6.0,5.5,5.0,6.0,0.0,7.5,6.5,6.0,0.0,0.0,6.0,0.0,6.0,5.0,6.0,6.5,6.5,7.0,6.0,5.0,6.5,6.5,6.5,6.5,4.5,6.0,6.0
POLITANO,7.0,7.5,5.0,5.5,6.0,10.0,5.5,5.0,6.0,10.0,5.5,8.0,6.0,6.0,5.5,5.0,7.0,6.0,6.0,3.5,0.0,0.0,6.0,9.5,5.5,10.0,8.0,5.5,7.0,5.0,6.0,6.0,7.0,6.0,10.0,6.0,5.5,5.5
MARTINEZ L,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,5.0,0.0,10.0,0.0,5.5,5.0,5.5,9.5,5.5,0.0,5.0,5.5,10.5,6.0,6.0,10.0,6.5,11.5,0.0,0.0,0.0,0.0,5.5,0.0,5.5,0.0,6.0,5.5,5.0
KEITA B,6.0,5.0,5.0,6.0,6.0,0.0,5.0,5.5,0.0,7.0,5.5,15.0,10.0,5.5,6.0,0.0,6.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,8.5,6.0
ICARDI,7.0,0.0,5.0,5.5,11.5,0.0,13.5,10.0,13.5,0.0,8.5,6.0,9.5,5.5,10.0,6.0,6.0,5.5,5.0,4.5,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,5.0,7.0,6.0,5.5,6.0,5.5,9.5,1.5,5.0
SPALLETTI,6.0,6.5,4.5,5.5,6.5,6.5,6.5,6.5,7.5,7.0,5.0,7.0,5.0,5.0,6.5,5.5,7.0,6.5,5.5,5.5,4.0,6.5,6.5,6.0,5.5,6.5,6.0,5.5,7.0,6.0,7.0,6.0,6.0,5.5,7.0,4.5,7.0,5.0
SZCZESNY,7.5,5.5,5.0,7.0,0.0,5.5,7.0,5.0,5.0,5.5,11.0,0.0,7.0,7.0,0.0,7.0,4.0,0.0,0.0,5.5,0.0,7.5,7.0,0.0,5.0,5.0,0.0,7.0,7.0,5.0,0.0,5.0,4.5,5.0,4.5,5.0,0.0,4.0
CANCELO,7.0,0.0,6.0,6.0,6.5,5.5,8.0,6.0,0.0,5.5,6.5,0.0,6.5,7.5,0.0,0.0,0.0,0.0,0.0,10.0,5.5,0.0,6.0,5.5,5.5,0.0,5.5,6.0,0.0,0.0,5.0,6.0,5.5,5.5,0.0,6.0,0.0,5.5
BONUCCI,6.5,5.5,5.5,0.0,6.0,8.5,6.5,5.5,6.5,6.0,0.0,6.5,6.0,6.5,6.0,6.5,5.0,0.0,0.0,6.0,0.0,0.0,10.0,6.5,6.5,6.0,5.5,0.0,10.0,5.0,0.0,6.0,6.0,5.0,0.0,6.0,5.5,5.5
CHIELLINI,7.0,6.0,0.0,6.5,0.0,7.0,6.5,0.0,0.0,0.0,6.0,0.0,10.0,7.0,7.0,6.5,6.0,6.5,6.0,5.5,0.0,0.0,6.0,0.0,5.5,0.0,0.0,6.5,6.5,0.0,0.0,0.0,5.5,6.0,5.5,0.0,6.5,7.0
ALEX SANDRO,4.5,6.5,5.0,6.0,0.0,5.5,6.5,6.5,6.0,6.0,8.0,6.5,0.0,0.0,6.0,6.0,6.0,5.5,6.0,6.0,0.0,6.0,0.0,5.5,5.0,8.0,5.0,5.5,6.0,5.5,0.0,10.0,6.0,0.0,0.0,5.0,0.0,8.0
PJANIC,10.0,5.5,0.0,6.5,5.5,7.0,6.5,5.5,6.5,6.0,6.0,7.5,0.0,5.0,5.5,6.0,6.0,6.0,0.0,0.0,6.0,7.0,0.0,6.0,8.0,0.0,5.5,6.0,6.5,8.0,0.0,7.5,7.5,5.0,5.5,5.5,0.0,6.0
KHEDIRA,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.0,10.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
CAN ,5.0,6.0,7.5,6.0,6.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUADRADO,0.0,5.5,0.0,5.5,5.5,0.0,0.0,6.5,5.5,9.5,0.0,6.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,5.0,5.0,5.0,7.5,5.5,5.5
BERNARDESCHI,6.0,5.5,0.0,10.0,6.0,6.0,6.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.5,7.0,6.0,6.0,6.0,6.0,7.5,6.5,5.5,6.0,6.5,5.5,0.0,5.5,5.0,5.0,0.0,5.0,0.0,10.0
DYBALA,0.0,0.0,5.5,5.5,10.5,5.5,6.5,5.5,6.0,10.0,5.5,0.0,6.5,5.5,5.5,6.5,5.5,7.5,7.5,6.0,0.0,0.0,10.5,10.0,-0.5,6.0,5.0,0.0,0.0,9.5,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
DOUGLAS COSTA,5.5,6.5,3.5,0.0,0.0,0.0,0.0,5.0,0.0,6.5,0.0,7.0,0.0,6.0,0.0,6.0,6.0,0.0,10.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
MANDZUKIC,10.0,11.5,5.5,6.0,0.0,13.5,7.0,5.0,0.0,0.0,10.0,10.0,5.5,10.0,6.5,10.0,7.0,5.5,0.0,0.0,7.5,6.5,7.5,6.0,5.5,0.0,5.0,7.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0
CRISTIANO RONALDO,6.0,5.0,13.0,9.5,7.5,9.5,10.0,10.0,13.5,7.5,10.0,10.0,9.0,6.0,9.0,6.0,10.0,13.5,2.0,9.5,14.5,11.5,11.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,10.0,6.0,4.5,0.0,6.0
ALLEGRI,7.0,6.5,6.5,7.0,7.0,7.5,7.0,5.5,6.5,6.5,7.0,7.0,7.0,6.5,6.5,6.5,6.0,6.5,7.0,7.5,5.5,7.0,7.0,6.5,6.5,7.0,5.0,6.5,7.0,7.0,5.0,6.0,5.5,6.0,5.0,6.5,5.5,6.0
STRAKOSHA,4.5,7.0,8.5,5.0,5.5,2.0,7.0,7.0,3.0,5.0,5.0,5.5,4.5,4.0,4.5,5.5,7.0,5.0,4.5,3.5,7.0,7.0,4.5,11.0,7.5,5.0,5.0,7.0,5.0,4.0,5.5,3.5,5.5,3.0,0.0,0.0,0.0,4.0
LUIZ FELIPE,0.0,0.0,0.0,0.0,6.0,5.5,6.0,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,11.5,6.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,7.0,0.0,0.0,5.5,6.0,0.0,0.0,5.5,5.5,0.0,5.5
BASTOS,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,5.5,6.0,6.0,5.5,0.0,0.0,6.0,0.0,0.0,6.5,6.0,0.0,6.0,0.0,5.5,4.5,5.5,10.0,5.5,6.0
ACERBI,6.0,7.0,6.0,5.0,10.0,6.0,7.0,6.5,5.5,5.0,6.5,6.0,5.5,9.5,6.0,10.0,7.0,6.5,3.5,0.0,6.5,7.0,6.0,6.5,6.5,5.5,6.5,6.5,6.5,6.0,6.5,5.5,5.0,5.5,6.0,5.5,5.5,6.0
RADU,5.5,6.5,6.5,0.0,0.0,0.0,8.0,6.5,4.5,6.0,5.5,5.5,5.0,6.0,4.5,6.0,6.5,6.0,6.0,5.0,6.0,6.5,6.0,0.0,6.0,5.0,6.0,0.0,0.0,4.5,0.0,6.0,0.0,0.0,5.0,0.0,5.0,5.5
MARUSIC,5.5,6.0,5.5,6.0,0.0,6.0,5.5,0.0,5.0,0.0,0.0,6.0,5.5,0.0,5.5,6.0,6.5,3.5,0.0,0.0,5.5,0.0,6.5,0.0,6.0,6.5,10.0,0.0,5.0,5.5,0.0,5.0,6.0,5.5,7.5,0.0,0.0,5.5
PAROLO,5.0,6.0,9.5,7.5,6.5,6.0,6.5,6.0,6.0,9.5,10.0,6.0,6.5,7.5,5.5,6.5,6.0,5.5,5.5,6.5,5.5,0.0,0.0,7.0,6.0,0.0,0.0,6.0,-0.5,5.5,0.0,5.5,6.0,9.5,6.0,5.5,7.0,6.0
CATALDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,9.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,0.0
BADELJ,6.0,0.0,0.0,5.5,3.5,4.5,0.0,0.0,5.5,0.0,0.0,6.5,5.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.5,6.0,0.0,6.0,0.0,0.0,0.0,4.5,0.0,6.0,6.0,6.0,6.0,5.0,5.0,6.5
CORREA,6.0,0.0,6.5,6.0,10.0,6.0,5.5,9.5,6.0,6.0,6.0,10.0,7.0,6.5,5.5,7.0,6.0,4.5,8.0,6.0,0.0,5.5,6.0,0.0,8.5,8.0,7.5,6.0,5.5,6.5,6.0,6.5,6.0,5.0,10.0,9.5,0.0,6.0
MILINKOVIC-SAVIC,4.5,6.0,5.5,11.5,0.0,5.0,6.0,5.0,5.5,6.0,5.5,5.5,6.0,5.0,5.0,10.0,6.5,10.0,4.5,5.5,0.0,6.0,0.0,6.5,7.0,5.5,7.5,10.0,5.0,6.0,5.5,3.0,0.0,0.0,0.0,10.0,0.0,5.0
CACERES,0.0,0.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.5,6.0,0.0,0.0,6.0,5.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,5.5
LUIS ALBERTO,5.5,10.0,5.5,0.0,5.5,5.0,0.0,5.0,0.0,0.0,5.5,6.0,0.0,6.0,6.0,7.0,7.5,5.0,4.5,6.5,7.5,0.0,0.0,0.0,6.5,6.0,15.0,7.5,5.0,5.0,5.5,4.5,0.0,5.0,11.5,0.0,0.0,5.5
IMMOBILE,5.0,5.5,5.5,13.5,5.5,9.5,10.0,11.0,4.5,13.5,6.0,5.5,10.0,9.5,5.0,7.0,6.0,5.0,10.0,5.0,5.5,0.0,7.5,7.0,10.0,9.0,0.0,6.0,4.0,10.5,5.5,5.0,6.0,5.0,0.0,6.5,9.5,10.0
INZAGHI S,5.5,6.0,6.5,7.0,6.5,5.0,6.5,7.0,5.0,7.0,6.0,5.0,6.5,5.5,5.0,7.0,6.5,6.0,5.5,6.0,6.5,6.5,5.5,6.5,7.5,6.0,7.5,7.0,5.0,5.5,4.5,5.0,6.5,5.0,6.5,6.0,5.5,5.5
DONNARUMMA G,3.0,5.0,4.5,4.5,6.0,5.5,5.0,4.0,4.0,7.0,3.5,5.5,5.0,8.0,7.5,4.5,7.5,6.0,8.5,7.5,6.5,8.0,5.0,7.0,7.5,5.0,3.0,4.0,1.0,0.0,0.0,5.5,3.5,6.0,7.0,11.5,7.0,5.0
MUSACCHIO,5.5,6.5,6.5,5.5,5.5,6.5,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.5,6.5,5.0,6.5,6.5,6.5,6.5,6.0,9.5,5.5,6.0,4.5,6.5,0.0,5.5,6.5,6.0,6.5,6.5,6.0
ROMAGNOLI A,6.0,6.5,5.5,5.5,5.0,6.0,0.0,6.5,6.0,10.0,6.0,0.0,0.0,0.0,5.5,5.5,6.0,6.0,0.0,6.5,7.0,6.5,6.5,6.5,6.5,6.5,5.0,6.5,6.5,6.5,6.0,6.5,4.5,0.0,6.5,6.5,6.5,8.0
RODRIGUEZ R,4.5,7.5,6.0,6.5,0.0,5.5,6.0,6.0,6.5,6.5,4.5,6.0,6.5,6.0,5.5,6.5,5.5,6.0,6.0,5.5,5.5,6.5,6.5,6.0,5.5,0.0,4.5,5.0,0.0,5.5,6.0,6.0,6.0,5.5,5.0,6.0,6.5,5.0
SUSO,6.5,6.0,6.5,9.0,6.5,13.5,9.5,5.0,11.5,7.5,5.5,6.5,6.5,6.0,5.0,5.0,0.0,5.0,10.0,6.0,4.5,6.5,5.5,0.0,5.5,6.0,4.5,5.0,0.0,6.0,5.5,7.0,4.5,10.0,7.5,10.0,5.5,10.0
KESSIE',6.0,10.0,7.0,5.5,6.0,10.0,5.5,6.0,5.5,6.0,5.5,6.5,9.5,6.0,5.0,0.0,5.5,6.5,0.0,5.5,5.5,6.5,6.0,10.0,6.0,6.5,5.0,0.0,0.0,5.5,10.0,6.0,4.5,5.0,5.5,5.5,14.5,5.5
BAKAYOKO,5.5,0.0,6.0,6.0,0.0,0.0,0.0,-0.5,0.0,6.5,5.5,6.0,5.5,6.5,3.5,0.0,6.5,5.5,6.5,6.5,5.5,6.5,6.5,7.0,5.0,0.0,9.0,5.0,5.5,8.0,6.5,6.0,6.5,0.0,6.5,5.5,6.0,4.5
CALHANOGLU,0.0,6.0,5.5,5.0,5.5,8.0,5.5,5.0,0.0,0.0,5.5,5.5,5.5,6.0,5.5,5.5,6.0,7.5,5.5,5.5,5.5,6.0,11.5,7.5,5.5,6.5,7.0,5.0,5.5,6.0,6.5,5.5,5.5,6.0,10.0,6.5,10.0,5.0
CASTILLEJO,0.0,0.0,5.5,0.0,6.0,9.5,0.0,0.0,6.0,6.5,5.0,0.0,-0.5,6.0,5.5,5.0,6.0,9.0,0.0,0.0,6.0,0.0,6.0,11.5,5.5,7.5,5.5,5.0,5.0,6.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
LAXALT,6.0,6.0,0.0,0.0,5.5,6.0,0.0,0.0,6.5,6.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ABATE,0.0,0.0,0.0,6.0,0.0,7.0,6.0,0.0,5.5,6.0,6.0,6.0,6.5,6.0,0.0,6.0,0.0,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.5,6.0,5.0,5.0,5.5
CUTRONE,0.0,10.0,0.0,0.0,5.5,6.0,6.0,6.0,11.5,6.0,6.0,5.0,10.0,5.5,5.0,5.5,5.5,6.0,6.5,4.5,0.0,6.0,6.0,6.0,0.0,0.0,5.5,6.0,6.0,0.0,0.0,5.5,5.5,0.0,5.5,5.5,6.0,5.0
HIGUAIN,5.5,8.0,10.0,9.5,0.0,0.0,13.0,5.0,10.0,5.5,0.0,0.0,0.0,5.5,5.5,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
GATTUSO,6.0,6.5,5.5,6.0,5.5,7.0,7.0,6.0,7.0,5.5,5.0,6.0,7.0,6.0,5.5,5.0,5.0,6.5,6.5,6.5,6.0,6.5,8.0,7.0,6.5,5.5,5.5,5.5,5.5,6.5,7.0,6.0,5.0,6.5,6.0,7.0,6.5,6.0
KARNEZIS,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.5,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,2.5,5.0
HYSAJ,5.5,5.0,5.5,6.5,0.0,4.0,7.5,6.0,5.0,6.5,5.0,5.5,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.5,5.0,7.5,5.0,0.0,0.0,6.0,0.0,5.0,6.0,5.0,0.0,5.5,0.0,0.0,0.0,6.5
ALBIOL,5.5,4.5,0.0,5.5,0.0,5.5,6.0,5.5,6.0,0.0,6.0,6.0,6.0,0.0,0.0,10.0,5.0,5.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,6.0
KOULIBALY,5.5,5.0,6.5,6.0,6.0,5.5,6.0,7.0,5.5,8.0,6.5,6.0,6.0,6.5,6.5,6.5,4.5,0.0,0.0,6.5,7.0,6.5,6.0,7.0,5.5,6.5,6.0,7.0,4.5,5.5,13.5,5.0,6.0,7.0,6.0,7.0,0.0,5.0
MARIO RUI,5.0,4.0,6.5,0.0,6.0,3.0,0.0,0.0,5.5,0.0,6.5,5.0,7.0,0.0,0.0,0.0,5.0,6.0,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,6.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,5.5
ALLAN,8.0,5.5,6.5,6.5,6.5,6.5,6.0,6.5,6.0,6.0,6.5,6.0,5.0,6.5,5.5,0.0,4.5,5.5,0.0,0.0,6.0,7.0,6.5,7.0,5.5,4.5,5.5,6.5,5.0,5.5,6.0,6.0,0.0,5.5,10.0,6.0,0.0,8.0
HAMSIK,5.5,0.0,5.5,6.5,0.0,5.5,0.0,6.0,6.0,0.0,5.0,0.0,6.0,6.0,0.0,5.0,6.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DIAWARA,6.5,4.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
ZIELINSKI,13.5,5.0,6.0,6.0,5.5,6.5,5.5,5.5,6.0,6.0,5.0,6.0,6.0,9.5,6.0,6.0,5.5,5.5,6.0,6.5,7.0,5.5,6.0,10.5,7.0,0.0,5.0,0.0,10.0,7.0,7.5,5.5,6.0,5.5,6.0,10.5,5.5,6.5
